S. No.,Date,Region,Confirmed Cases,Cured/Discharged,Death
643,23-04-2020,Andaman and Nicobar Islands,18,11,0
644,24-04-2020,Andaman and Nicobar Islands,22,11,0
645,25-04-2020,Andaman and Nicobar Islands,27,11,0
646,26-04-2020,Andaman and Nicobar Islands,33,11,0
647,27-04-2020,Andaman and Nicobar Islands,33,11,0
648,28-04-2020,Andaman and Nicobar Islands,33,11,0
649,29-04-2020,Andaman and Nicobar Islands,33,15,0
650,30-04-2020,Andaman and Nicobar Islands,33,15,0
651,01-05-2020,Andaman and Nicobar Islands,33,16,0
652,02-05-2020,Andaman and Nicobar Islands,33,16,0
653,03-05-2020,Andaman and Nicobar Islands,33,16,0
654,04-05-2020,Andaman and Nicobar Islands,33,32,0
655,05-05-2020,Andaman and Nicobar Islands,33,32,0
656,06-05-2020,Andaman and Nicobar Islands,33,32,0
657,07-05-2020,Andaman and Nicobar Islands,33,32,0
658,08-05-2020,Andaman and Nicobar Islands,33,33,0
659,09-05-2020,Andaman and Nicobar Islands,33,33,0
660,10-05-2020,Andaman and Nicobar Islands,33,33,0
661,11-05-2020,Andaman and Nicobar Islands,33,33,0
662,12-05-2020,Andaman and Nicobar Islands,33,33,0
663,13-05-2020,Andaman and Nicobar Islands,33,33,0
664,14-05-2020,Andaman and Nicobar Islands,33,33,0
665,15-05-2020,Andaman and Nicobar Islands,33,33,0
666,16-05-2020,Andaman and Nicobar Islands,33,33,0
667,17-05-2020,Andaman and Nicobar Islands,33,33,0
668,18-05-2020,Andaman and Nicobar Islands,33,33,0
669,19-05-2020,Andaman and Nicobar Islands,33,33,0
670,20-05-2020,Andaman and Nicobar Islands,33,33,0
671,21-05-2020,Andaman and Nicobar Islands,33,33,0
672,22-05-2020,Andaman and Nicobar Islands,33,33,0
673,23-05-2020,Andaman and Nicobar Islands,33,33,0
674,24-05-2020,Andaman and Nicobar Islands,33,33,0
675,25-05-2020,Andaman and Nicobar Islands,33,33,0
676,26-05-2020,Andaman and Nicobar Islands,33,33,0
677,27-05-2020,Andaman and Nicobar Islands,33,33,0
678,28-05-2020,Andaman and Nicobar Islands,33,33,0
679,29-05-2020,Andaman and Nicobar Islands,33,33,0
680,30-05-2020,Andaman and Nicobar Islands,33,33,0
681,31-05-2020,Andaman and Nicobar Islands,33,33,0
682,01-06-2020,Andaman and Nicobar Islands,33,33,0
683,02-06-2020,Andaman and Nicobar Islands,33,33,0
684,03-06-2020,Andaman and Nicobar Islands,33,33,0
685,04-06-2020,Andaman and Nicobar Islands,33,33,0
686,05-06-2020,Andaman and Nicobar Islands,33,33,0
687,06-06-2020,Andaman and Nicobar Islands,33,33,0
688,07-06-2020,Andaman and Nicobar Islands,33,33,0
689,08-06-2020,Andaman and Nicobar Islands,33,33,0
690,09-06-2020,Andaman and Nicobar Islands,33,33,0
691,10-06-2020,Andaman and Nicobar Islands,33,33,0
692,11-06-2020,Andaman and Nicobar Islands,34,33,0
693,12-06-2020,Andaman and Nicobar Islands,38,33,0
694,13-06-2020,Andaman and Nicobar Islands,38,33,0
695,14-06-2020,Andaman and Nicobar Islands,38,33,0
696,15-06-2020,Andaman and Nicobar Islands,38,33,0
697,16-06-2020,Andaman and Nicobar Islands,41,33,0
698,17-06-2020,Andaman and Nicobar Islands,44,33,0
699,18-06-2020,Andaman and Nicobar Islands,44,33,0
700,19-06-2020,Andaman and Nicobar Islands,44,33,0
701,20-06-2020,Andaman and Nicobar Islands,45,35,0
702,21-06-2020,Andaman and Nicobar Islands,47,36,0
703,22-06-2020,Andaman and Nicobar Islands,48,37,0
704,23-06-2020,Andaman and Nicobar Islands,48,37,0
705,24-06-2020,Andaman and Nicobar Islands,50,40,0
706,25-06-2020,Andaman and Nicobar Islands,56,43,0
707,26-06-2020,Andaman and Nicobar Islands,59,43,0
708,27-06-2020,Andaman and Nicobar Islands,72,43,0
709,28-06-2020,Andaman and Nicobar Islands,72,43,0
710,29-06-2020,Andaman and Nicobar Islands,76,45,0
711,30-06-2020,Andaman and Nicobar Islands,90,46,0
712,01-07-2020,Andaman and Nicobar Islands,97,50,0
713,02-07-2020,Andaman and Nicobar Islands,100,50,0
714,03-07-2020,Andaman and Nicobar Islands,109,51,0
715,04-07-2020,Andaman and Nicobar Islands,116,54,0
716,05-07-2020,Andaman and Nicobar Islands,119,66,0
717,06-07-2020,Andaman and Nicobar Islands,125,72,0
718,07-07-2020,Andaman and Nicobar Islands,141,74,0
719,08-07-2020,Andaman and Nicobar Islands,147,75,0
720,09-07-2020,Andaman and Nicobar Islands,149,77,0
721,10-07-2020,Andaman and Nicobar Islands,151,83,0
722,11-07-2020,Andaman and Nicobar Islands,156,92,0
723,12-07-2020,Andaman and Nicobar Islands,163,93,0
724,13-07-2020,Andaman and Nicobar Islands,163,93,0
725,14-07-2020,Andaman and Nicobar Islands,166,109,0
726,15-07-2020,Andaman and Nicobar Islands,166,109,0
727,16-07-2020,Andaman and Nicobar Islands,176,130,0
728,17-07-2020,Andaman and Nicobar Islands,180,133,0
729,18-07-2020,Andaman and Nicobar Islands,194,142,0
730,19-07-2020,Andaman and Nicobar Islands,198,145,0
731,20-07-2020,Andaman and Nicobar Islands,203,145,0
732,21-07-2020,Andaman and Nicobar Islands,207,152,0
733,22-07-2020,Andaman and Nicobar Islands,212,159,0
734,23-07-2020,Andaman and Nicobar Islands,221,163,0
735,24-07-2020,Andaman and Nicobar Islands,240,170,0
736,25-07-2020,Andaman and Nicobar Islands,259,174,0
737,26-07-2020,Andaman and Nicobar Islands,290,176,0
738,27-07-2020,Andaman and Nicobar Islands,324,182,0
739,28-07-2020,Andaman and Nicobar Islands,338,192,1
740,29-07-2020,Andaman and Nicobar Islands,363,196,1
741,30-07-2020,Andaman and Nicobar Islands,428,201,2
742,31-07-2020,Andaman and Nicobar Islands,471,201,4
743,01-08-2020,Andaman and Nicobar Islands,548,214,5
744,02-08-2020,Andaman and Nicobar Islands,636,226,7
745,03-08-2020,Andaman and Nicobar Islands,734,242,8
746,04-08-2020,Andaman and Nicobar Islands,830,263,10
747,05-08-2020,Andaman and Nicobar Islands,928,277,12
748,06-08-2020,Andaman and Nicobar Islands,1027,326,14
749,07-08-2020,Andaman and Nicobar Islands,1123,355,16
750,08-08-2020,Andaman and Nicobar Islands,1222,425,19
751,09-08-2020,Andaman and Nicobar Islands,1351,500,20
752,10-08-2020,Andaman and Nicobar Islands,1490,648,20
753,11-08-2020,Andaman and Nicobar Islands,1625,709,20
754,12-08-2020,Andaman and Nicobar Islands,1764,749,21
755,13-08-2020,Andaman and Nicobar Islands,1900,829,21
756,14-08-2020,Andaman and Nicobar Islands,2037,924,22
757,15-08-2020,Andaman and Nicobar Islands,2186,1032,24
758,16-08-2020,Andaman and Nicobar Islands,2306,1128,24
759,17-08-2020,Andaman and Nicobar Islands,2399,1226,28
760,18-08-2020,Andaman and Nicobar Islands,2445,1325,29
761,19-08-2020,Andaman and Nicobar Islands,2529,1421,30
762,20-08-2020,Andaman and Nicobar Islands,2604,1529,30
763,21-08-2020,Andaman and Nicobar Islands,2680,1638,31
764,22-08-2020,Andaman and Nicobar Islands,2747,1744,32
765,23-08-2020,Andaman and Nicobar Islands,2808,1853,32
766,24-08-2020,Andaman and Nicobar Islands,2860,1963,33
767,25-08-2020,Andaman and Nicobar Islands,2904,2092,35
768,26-08-2020,Andaman and Nicobar Islands,2945,2231,37
769,27-08-2020,Andaman and Nicobar Islands,2985,2309,41
770,28-08-2020,Andaman and Nicobar Islands,3018,2374,42
771,29-08-2020,Andaman and Nicobar Islands,3050,2444,42
772,30-08-2020,Andaman and Nicobar Islands,3081,2519,44
773,31-08-2020,Andaman and Nicobar Islands,3104,2586,45
774,01-09-2020,Andaman and Nicobar Islands,3132,2647,46
775,02-09-2020,Andaman and Nicobar Islands,3160,2714,46
776,03-09-2020,Andaman and Nicobar Islands,3186,2758,47
777,04-09-2020,Andaman and Nicobar Islands,3223,2823,48
778,05-09-2020,Andaman and Nicobar Islands,3257,2863,49
779,06-09-2020,Andaman and Nicobar Islands,3292,2904,50
780,07-09-2020,Andaman and Nicobar Islands,3332,2951,50
781,08-09-2020,Andaman and Nicobar Islands,3359,2997,50
782,09-09-2020,Andaman and Nicobar Islands,3392,3035,50
783,10-09-2020,Andaman and Nicobar Islands,3426,3078,51
784,11-09-2020,Andaman and Nicobar Islands,3465,3121,51
785,12-09-2020,Andaman and Nicobar Islands,3494,3157,51
786,13-09-2020,Andaman and Nicobar Islands,3521,3202,51
787,14-09-2020,Andaman and Nicobar Islands,3546,3243,51
788,15-09-2020,Andaman and Nicobar Islands,3557,3278,52
789,16-09-2020,Andaman and Nicobar Islands,3574,3318,52
790,17-09-2020,Andaman and Nicobar Islands,3593,3345,52
791,18-09-2020,Andaman and Nicobar Islands,3604,3378,52
792,19-09-2020,Andaman and Nicobar Islands,3631,3414,52
793,20-09-2020,Andaman and Nicobar Islands,3644,3436,52
794,21-09-2020,Andaman and Nicobar Islands,3651,3452,52
795,22-09-2020,Andaman and Nicobar Islands,3673,3469,52
796,23-09-2020,Andaman and Nicobar Islands,3691,3479,52
797,24-09-2020,Andaman and Nicobar Islands,3712,3494,52
798,25-09-2020,Andaman and Nicobar Islands,3744,3503,52
799,26-09-2020,Andaman and Nicobar Islands,3759,3528,52
800,27-09-2020,Andaman and Nicobar Islands,3774,3551,52
801,28-09-2020,Andaman and Nicobar Islands,3794,3553,53
802,29-09-2020,Andaman and Nicobar Islands,3803,3582,53
803,30-09-2020,Andaman and Nicobar Islands,3821,3587,53
804,01-10-2020,Andaman and Nicobar Islands,3835,3608,53
805,02-10-2020,Andaman and Nicobar Islands,3848,3623,53
806,03-10-2020,Andaman and Nicobar Islands,3858,3631,53
807,04-10-2020,Andaman and Nicobar Islands,3868,3642,53
808,05-10-2020,Andaman and Nicobar Islands,3884,3649,53
809,06-10-2020,Andaman and Nicobar Islands,3899,3659,54
810,07-10-2020,Andaman and Nicobar Islands,3912,3678,54
811,08-10-2020,Andaman and Nicobar Islands,3935,3696,54
812,09-10-2020,Andaman and Nicobar Islands,3952,3707,55
813,10-10-2020,Andaman and Nicobar Islands,3976,3724,55
814,11-10-2020,Andaman and Nicobar Islands,3992,3744,55
815,12-10-2020,Andaman and Nicobar Islands,4005,3764,55
816,13-10-2020,Andaman and Nicobar Islands,4023,3770,55
817,14-10-2020,Andaman and Nicobar Islands,4036,3782,55
818,15-10-2020,Andaman and Nicobar Islands,4046,3796,55
819,16-10-2020,Andaman and Nicobar Islands,4062,3817,55
820,17-10-2020,Andaman and Nicobar Islands,4072,3831,56
821,18-10-2020,Andaman and Nicobar Islands,4083,3848,56
822,19-10-2020,Andaman and Nicobar Islands,4108,3868,56
823,20-10-2020,Andaman and Nicobar Islands,4126,3892,56
824,21-10-2020,Andaman and Nicobar Islands,4141,3902,56
825,22-10-2020,Andaman and Nicobar Islands,4168,3913,56
826,23-10-2020,Andaman and Nicobar Islands,4184,3937,57
827,24-10-2020,Andaman and Nicobar Islands,4207,3945,58
828,25-10-2020,Andaman and Nicobar Islands,4225,3968,58
829,26-10-2020,Andaman and Nicobar Islands,4245,3983,58
830,27-10-2020,Andaman and Nicobar Islands,4253,3997,58
831,28-10-2020,Andaman and Nicobar Islands,4274,4019,58
832,29-10-2020,Andaman and Nicobar Islands,4289,4039,58
833,30-10-2020,Andaman and Nicobar Islands,4305,4054,59
834,31-10-2020,Andaman and Nicobar Islands,4317,4076,59
835,01-11-2020,Andaman and Nicobar Islands,4332,4100,59
836,02-11-2020,Andaman and Nicobar Islands,4340,4112,60
837,03-11-2020,Andaman and Nicobar Islands,4352,4132,60
838,04-11-2020,Andaman and Nicobar Islands,4372,4153,60
839,05-11-2020,Andaman and Nicobar Islands,4389,4163,60
840,06-11-2020,Andaman and Nicobar Islands,4403,4175,60
841,07-11-2020,Andaman and Nicobar Islands,4420,4194,60
842,08-11-2020,Andaman and Nicobar Islands,4441,4206,60
843,09-11-2020,Andaman and Nicobar Islands,4450,4221,60
844,10-11-2020,Andaman and Nicobar Islands,4463,4239,60
845,11-11-2020,Andaman and Nicobar Islands,4477,4255,60
846,12-11-2020,Andaman and Nicobar Islands,4494,4267,60
847,13-11-2020,Andaman and Nicobar Islands,4507,4282,61
848,14-11-2020,Andaman and Nicobar Islands,4518,4304,61
849,15-11-2020,Andaman and Nicobar Islands,4527,4315,61
850,16-11-2020,Andaman and Nicobar Islands,4536,4330,61
851,17-11-2020,Andaman and Nicobar Islands,4557,4346,61
852,18-11-2020,Andaman and Nicobar Islands,4574,4363,61
853,19-11-2020,Andaman and Nicobar Islands,4593,4378,61
854,20-11-2020,Andaman and Nicobar Islands,4604,4398,61
855,21-11-2020,Andaman and Nicobar Islands,4617,4408,61
856,22-11-2020,Andaman and Nicobar Islands,4631,4428,61
857,23-11-2020,Andaman and Nicobar Islands,4641,4440,61
858,24-11-2020,Andaman and Nicobar Islands,4656,4453,61
859,25-11-2020,Andaman and Nicobar Islands,4667,4464,61
860,26-11-2020,Andaman and Nicobar Islands,4677,4479,61
861,27-11-2020,Andaman and Nicobar Islands,4682,4491,61
862,28-11-2020,Andaman and Nicobar Islands,4689,4508,61
863,29-11-2020,Andaman and Nicobar Islands,4698,4518,61
864,30-11-2020,Andaman and Nicobar Islands,4704,4537,61
865,01-12-2020,Andaman and Nicobar Islands,4710,4550,61
866,02-12-2020,Andaman and Nicobar Islands,4718,4566,61
867,03-12-2020,Andaman and Nicobar Islands,4723,4583,61
868,04-12-2020,Andaman and Nicobar Islands,4729,4597,61
869,05-12-2020,Andaman and Nicobar Islands,4742,4611,61
870,06-12-2020,Andaman and Nicobar Islands,4747,4616,61
871,07-12-2020,Andaman and Nicobar Islands,4758,4624,61
872,08-12-2020,Andaman and Nicobar Islands,4773,4631,61
873,09-12-2020,Andaman and Nicobar Islands,4778,4647,61
874,10-12-2020,Andaman and Nicobar Islands,4783,4647,61
875,11-12-2020,Andaman and Nicobar Islands,4791,4652,61
876,12-12-2020,Andaman and Nicobar Islands,4798,4659,61
877,13-12-2020,Andaman and Nicobar Islands,4805,4665,61
878,14-12-2020,Andaman and Nicobar Islands,4818,4673,61
879,15-12-2020,Andaman and Nicobar Islands,4834,4681,61
880,17-12-2020,Andaman and Nicobar Islands,4850,4698,61
881,18-12-2020,Andaman and Nicobar Islands,4860,4707,61
882,19-12-2020,Andaman and Nicobar Islands,4869,4712,61
883,20-12-2020,Andaman and Nicobar Islands,4875,4719,61
884,21-12-2020,Andaman and Nicobar Islands,4881,4732,61
885,22-12-2020,Andaman and Nicobar Islands,4888,4740,62
886,23-12-2020,Andaman and Nicobar Islands,4893,4749,62
887,24-12-2020,Andaman and Nicobar Islands,4896,4761,62
888,25-12-2020,Andaman and Nicobar Islands,4901,4775,62
889,26-12-2020,Andaman and Nicobar Islands,4912,4781,62
890,27-12-2020,Andaman and Nicobar Islands,4912,4789,62
891,28-12-2020,Andaman and Nicobar Islands,4924,4798,62
892,29-12-2020,Andaman and Nicobar Islands,4929,4803,62
893,30-12-2020,Andaman and Nicobar Islands,4936,4811,62
894,31-12-2020,Andaman and Nicobar Islands,4941,4820,62
895,03-01-2021,Andaman and Nicobar Islands,4947,4837,62
896,04-01-2021,Andaman and Nicobar Islands,4948,4846,62
897,05-01-2021,Andaman and Nicobar Islands,4948,4848,62
898,06-01-2021,Andaman and Nicobar Islands,4949,4856,62
899,07-01-2021,Andaman and Nicobar Islands,4949,4859,62
900,08-01-2021,Andaman and Nicobar Islands,4958,4864,62
901,09-01-2021,Andaman and Nicobar Islands,4959,4866,62
902,10-01-2021,Andaman and Nicobar Islands,4959,4873,62
903,11-01-2021,Andaman and Nicobar Islands,4960,4875,62
904,12-01-2021,Andaman and Nicobar Islands,4963,4884,62
905,13-01-2021,Andaman and Nicobar Islands,4966,4886,62
906,14-01-2021,Andaman and Nicobar Islands,4969,4891,62
907,15-01-2021,Andaman and Nicobar Islands,4976,4891,62
908,16-01-2021,Andaman and Nicobar Islands,4979,4895,62
909,17-01-2021,Andaman and Nicobar Islands,4982,4895,62
910,18-01-2021,Andaman and Nicobar Islands,4983,4896,62
911,19-01-2021,Andaman and Nicobar Islands,4988,4897,62
912,20-01-2021,Andaman and Nicobar Islands,4989,4897,62
913,21-01-2021,Andaman and Nicobar Islands,4991,4900,62
914,22-01-2021,Andaman and Nicobar Islands,4991,4904,62
915,23-01-2021,Andaman and Nicobar Islands,4992,4907,62
916,24-01-2021,Andaman and Nicobar Islands,4993,4907,62
917,25-01-2021,Andaman and Nicobar Islands,4993,4908,62
918,27-01-2021,Andaman and Nicobar Islands,4994,4917,62
919,28-01-2021,Andaman and Nicobar Islands,4994,4922,62
920,29-01-2021,Andaman and Nicobar Islands,4994,4924,62
921,30-01-2021,Andaman and Nicobar Islands,4994,4927,62
922,31-01-2021,Andaman and Nicobar Islands,4994,4928,62
923,01-02-2021,Andaman and Nicobar Islands,4994,4928,62
924,02-02-2021,Andaman and Nicobar Islands,4994,4932,62
925,03-02-2021,Andaman and Nicobar Islands,4994,4932,62
926,04-02-2021,Andaman and Nicobar Islands,4994,4932,62
927,05-02-2021,Andaman and Nicobar Islands,4994,4932,62
928,06-02-2021,Andaman and Nicobar Islands,4997,4932,62
929,07-02-2021,Andaman and Nicobar Islands,5000,4932,62
930,08-02-2021,Andaman and Nicobar Islands,5001,4932,62
931,09-02-2021,Andaman and Nicobar Islands,5005,4932,62
932,10-02-2021,Andaman and Nicobar Islands,5007,4932,62
933,11-02-2021,Andaman and Nicobar Islands,5007,4932,62
934,12-02-2021,Andaman and Nicobar Islands,5007,4932,62
935,13-02-2021,Andaman and Nicobar Islands,5007,4934,62
936,14-02-2021,Andaman and Nicobar Islands,5009,4938,62
937,15-02-2021,Andaman and Nicobar Islands,5009,4938,62
